timestamp,name_drone,distance,angle,radius,type_obstacle,initial_speed_x,initial_roll,initial_pitch,initial_yaw,success,energy,time,computational_time,energy_propeller,energy_joint,traj_name
1706784069.95704,fixed_wing_drone_back,50,10,4,sphere,8,0,5,0,True,448.21754486275313,10.6605554883692,38.60538125038147,448.21351555185225,0.004029310900888159,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m09s
1706784071.922449,fixed_wing_drone_back,30,20,8,sphere,10,0,0,0,False,,,60.315394163131714,,,
1706784073.300758,fixed_wing_drone_back,30,50,6,sphere,12,0,0,0,False,,,117.21826910972595,,,
1706784073.816369,fixed_wing_drone_back,30,10,4,sphere,8,0,-5,0,True,279.75812577216914,7.427888213752966,38.79962182044983,279.7520735343158,0.006052237853348678,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m13s
1706784074.233687,fixed_wing_drone_back,30,10,0,sphere,8,0,0,0,True,254.8750833600387,7.012528174041957,23.674577474594116,254.8709155198313,0.0041678402074103,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m14s
1706784075.058467,drone_nsga_46295d0_1,30,10,0.5,sphere,12,0,5,0,False,,,43.5545711517334,,,
1706784080.487596,fixed_wing_drone_back,30,30,8,sphere,8,0,5,0,True,327.0815274413857,8.998722936307127,71.17399048805237,327.07196278177094,0.009564659614719416,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m20s
1706784080.870699,fixed_wing_drone_back,30,50,2,sphere,8,0,-5,0,True,292.09779994801283,8.724327575758979,38.36548686027527,292.09133305568236,0.006466892330473353,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m20s
1706784081.164087,drone_nsga_46295d0_1,30,0,2,sphere,8,0,0,0,True,72.74195182569251,5.613102840033289,43.80662655830383,72.31411282463974,0.42783900105277706,result/2024-02-01_11h38m14s/drone_nsga_46295d0_1-2024-02-01_11h41m21s
1706784084.255215,fixed_wing_drone_back,40,10,0.5,sphere,12,0,5,0,False,,,32.0712616443634,,,
1706784084.37954,fixed_wing_drone_back,40,50,0,sphere,10,0,5,0,False,,,153.6258246898651,,,
1706784085.690178,fixed_wing_drone_back,40,20,0.5,sphere,10,0,5,0,True,285.05728469169065,8.826685580682678,32.90185809135437,285.05303612415184,0.00424856753883206,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m25s
1706784088.657406,drone_nsga_46295d0_1,30,20,0.5,sphere,10,0,0,0,False,,,133.19119834899902,,,
1706784091.87264,fixed_wing_drone_back,30,40,8,sphere,8,0,0,0,False,,,85.21979808807373,,,
1706784092.184875,fixed_wing_drone_back,50,0,0,sphere,12,0,0,0,True,303.27130319751467,10.400870850218036,34.100176095962524,303.2677167056513,0.003586491863355544,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m32s
1706784093.707896,fixed_wing_drone_back,30,0,4,sphere,8,0,5,0,True,283.7537836271781,7.379180463800092,36.31680941581726,283.7476060069387,0.006177620239377101,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m33s
1706784093.922529,fixed_wing_drone_back,50,0,4,sphere,8,0,5,0,True,449.34975906269574,10.615379532201795,38.272568464279175,449.344332237734,0.005426824961703672,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m33s
1706784095.776896,fixed_wing_drone_back,30,10,0,sphere,8,0,5,0,True,255.64922992945634,6.953817791464411,20.74673819541931,255.64618229599552,0.00304763346082216,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m35s
1706784097.837439,drone_nsga_46295d0_1,30,10,6,sphere,12,0,-5,0,False,,,89.98672223091125,,,
1706784098.145926,fixed_wing_drone_back,30,0,0,sphere,12,0,5,0,False,,,34.55460333824158,,,
1706784099.16966,fixed_wing_drone_back,50,20,2,sphere,12,0,0,0,True,307.61842308892005,10.638017850283969,44.438725233078,307.6140867439565,0.004336344963574073,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m39s
1706784099.542231,fixed_wing_drone_back,50,10,0,sphere,10,0,5,0,True,372.557274265431,10.366061797047234,34.02918815612793,372.55317270107633,0.004101564354615344,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m39s
1706784100.178021,fixed_wing_drone_back,40,10,6,sphere,10,0,-5,0,False,,,163.679447889328,,,
1706784104.014976,fixed_wing_drone_back,40,40,4,sphere,12,0,-5,0,False,,,157.38382577896118,,,
1706784106.351135,fixed_wing_drone_back,40,30,6,sphere,8,0,-5,0,True,446.3955711691236,10.306299347397639,39.38541007041931,446.38555556195234,0.01001560717128295,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m46s
1706784106.485329,fixed_wing_drone_back,30,40,2,sphere,8,0,0,0,False,,,103.16363525390625,,,
1706784106.855026,fixed_wing_drone_back,30,10,4,sphere,8,0,0,0,True,281.48596909655424,8.135504667443547,32.21310353279114,281.4798192145099,0.006149882044308315,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m46s
